ID,Title,Content,Excerpt,Date,Post Type,Permalink,URL,Title,Caption,Description,Alt Text,Featured,URL,cliente_con_portadilla,_cliente_con_portadilla,cliente_destacado,_cliente_destacado,avatar_360,_avatar_360,banner_360,_banner_360,epigrafe,_epigrafe,check_multisite_peru,_check_multisite_peru,check_multisite_colombia,_check_multisite_colombia,_yoast_wpseo_estimated-reading-time-minutes,logo,_logo,url_portadilla,_url_portadilla,descripcion,_descripcion,post_views,url,_url,facebook,_facebook,twitter,_twitter,instagram,_instagram,linkedin,_linkedin,_yoast_wpseo_content_score,_yoast_wpseo_focuskw_text_input,_yoast_wpseo_focuskw,_yoast_wpseo_linkdex,Status,Author ID,Author Username,Author Email,Author First Name,Author Last Name,Slug,Format,Template,Parent,Parent Slug,Order,Comment Status,Ping Status,Post Modified Date
16756,UPL,,,2019-06-24 14:39:48,ra360,https://www.redagricola.com/cl/ra360/upl/,http://www.redagricola.com/cl/assets/uploads/2019/06/upl-2.jpg,upl-2,,,,,,1,field_5836fb7bdd5a6,,,,,,,,,,,,,,16761,field_583470a079675,http://www.redagricola.com/cl/redagricola-360/upl/,field_5836fac4dd5a5,"UPL ofrece hoy un portafolio integrado de soluciones agrícolas, tanto patentadas como post-patente para diversos cultivos extensivos y especialidades, que incluyen soluciones biológicas, de protección de cultivos, tratamiento de semillas y poscosecha, cubriendo toda la cadena de valor de los cultivos.",field_583470eff7383,36,https://www.upl-ltd.com/,field_583470e1f7382,,field_583497f63d99f,,field_5834981c3d9a0,,field_583498283d9a1,,field_583498343d9a2,30,,,,publish,2,Agr1col@dmin,juanpablo@reactor.cl,andres,avalancha,upl,,,0,0,0,closed,closed,2019-06-24 15:13:25
16999,Rosario,,,2020-05-01 15:36:29,ra360,https://www.redagricola.com/cl/ra360/rosario/,,,,,,,,1,field_5836fb7bdd5a6,,,,,,,,,,,,,,16998,field_583470a079675,http://www.redagricola.com/cl/redagricola-360/rosario/,field_5836fac4dd5a5,"<p id=""u323-5""><strong><a href=""https://www.rosario.cl/#inicio"">Comercial Rosario</a></strong> tiene su origen en grupo visionario de ingenieros agrónomos, los que desde hace más de 30  años trabajan para convertir distintos residuos orgánicos en un producto de alta calidad que mejore la tierra. Los productos de Rosario pueden ser usados para distintos fines, entre los que se encuentran su uso en agricultura, paisajismo y jardines.
Rosario adquirió un nuevo desafío este año: recuperación de suelos en relaves mineros. Un trabajo dificultoso, debido a la gran erosión y pérdida de microoganismos, pero que gracias al uso de productos orgánicos, es posible recuperar.</p>
&nbsp;",field_583470eff7383,9,https://www.rosario.cl/#inicio,field_583470e1f7382,https://www.facebook.com/Armonysustentable,field_583497f63d99f,,field_5834981c3d9a0,https://www.instagram.com/armonysustentable/?hl=en,field_583498283d9a1,https://www.linkedin.com/company/armony-sustentable/,field_583498343d9a2,30,Rosario,Rosario,9,publish,2,Agr1col@dmin,juanpablo@reactor.cl,andres,avalancha,rosario,,,0,0,0,closed,closed,2020-06-14 20:03:44
17003,Agrointegral,,,2019-07-05 15:40:41,ra360,https://www.redagricola.com/cl/ra360/agrointegral/,,,,,,,,1,field_5836fb7bdd5a6,,,,,,,,,,,,,,16997,field_583470a079675,http://www.redagricola.com/cl/redagricola-360/agrointegral/,field_5836fac4dd5a5,"<em><strong><a href=""https://www.agrointegral.cl/"">Agrointegral</a></strong> nace de la idea de poder ofrecer a sus clientes un grupo de productos y servicios agrícolas innovadores con respaldo técnico permanente, para solucionar problemas que impiden alcanzar el potencial productivo de cada especie/variedad y para optimizar el uso de recursos buscando reducir costos, manteniendo o incluso mejorando la calidad de la fruta producida.
</em><em>Su objetivo es satisfacer en forma oportuna las necesidades de los productores agrícolas, así como prestar un apoyo en el monitoreo y seguimiento posaplicación con tecnologías innovadoras y amigables con el medio ambiente, siempre con el apoyo y asesoría técnica personalizada a sus clientes.
</em>
<h3>Quick-Sol</h3>
<strong><a href=""https://www.agrointegral.cl/uso-y-beneficios-del-producto-quick-sol/"">Quick-Sol </a></strong>es un bioestimulante y complemento mineral con alto concentrado en silicio, complementado con microelementos y ácidos orgánicos. Es biodegradable y 100% soluble en agua. Su gran aporte en silicio contribuye a la formación de paredes celulares más firmes sin perder elasticidad y contribuye a los procesos metabólicos asociados con la división celular y la maduración de los frutos.

Su uso otorga mayor resistencia a estrés por temperaturas extremas, déficit hídrico previniendo el colapso celular y ataque de fitopatógenos. En el xilema, previene la cavitación de haces vasculares causada por periodos de sequía, protege a los tejidos vegetales contra la pérdida excesiva de agua por transpiración debido a una reducción en el diámetro de los poros estomáticos y actúa como barrera física frente a condiciones de baja temperatura, haciendo más tolerantes a los tejidos vegetales frente a los efectos de las heladas.

&nbsp;

&nbsp;",field_583470eff7383,32,https://www.agrointegral.cl/,field_583470e1f7382,,field_583497f63d99f,,field_5834981c3d9a0,,field_583498283d9a1,https://www.linkedin.com/company/agrointegral/,field_583498343d9a2,30,,,,publish,2,Agr1col@dmin,juanpablo@reactor.cl,andres,avalancha,agrointegral,,,0,0,0,closed,closed,2020-05-25 20:25:43
17130,NuevaVid,,,2019-07-09 20:43:06,ra360,https://www.redagricola.com/cl/ra360/nuevavid/,http://www.redagricola.com/cl/assets/uploads/2019/07/nuevavid.jpg,Nuevavid,,,,,,1,field_5836fb7bdd5a6,,,,,,,,,,,,,,17131,field_583470a079675,http://www.redagricola.com/cl/redagricola-360/nuevavid/,field_5836fac4dd5a5,"<p style=""text-align: justify;""><em>Somos un <strong>vivero especializado</strong> en la producción y comercialización de<strong> vides injertadas</strong>, para suplir necesidades de nuevas plantaciones y de replante, tanto en variedades de uva de mesa como viní­feras.
Iniciamos nuestro proyecto en el año 2003 y fuimos el primer vivero Chileno con certificación ChileGAP: programa para la certificación de las Buenas Prácticas Agrí­colas.</em>
<em>Nuestra misión es desarrollar la comercialización sustentable de productos y servicios relacionados con la producción moderna de vides y potenciar a nuestro equipo, para que a través de la transferencia de conocimientos, tecnología, servicios e innovación, podamos apoyar a nuestros clientes en forma integral dentro del crecimiento de su negocio.</em></p>

<h2 style=""text-align: justify;"">SOMOS PARTE DE TU ÉXITO</h2>
<h3 style=""text-align: justify;"">NUEVA VID ES UN EXCELENTE ALIADO EN EL DESARROLLO DE NUEVOS PROGRAMAS GENÉTICOS</h3>
<div class=""wpb_column vc_column_container vc_col-sm-6"">
<div class=""vc_column-inner "">
<div class=""wpb_wrapper"">
<ul class=""list-style-two"">
 	<li>Somos uno de los viveros más grandes en uva de mesa en Chile.</li>
 	<li>Vivero especializado en la producción de vides.</li>
 	<li>Equipo de profesionales a cargo de las distintas áreas.</li>
 	<li>Conocimiento del mercado y del manejo de variedades protegidas.</li>
 	<li>Desarrollo de nuevas variedades con asesores en terreno.</li>
 	<li>Oportuno servicio post venta.</li>
</ul>
<h3></h3>
<h2>PROGRAMAS GENÉTICOS</h2>
<h3>ARRA®</h3>
<p style=""text-align: justify;"">Vides de mesa blancas y rojas con excelentes cualidades organolépticas y eficiencia en su manejo y producción.</p>
<strong>Ventajas de las variedades ARRA: </strong>
<div class=""wpb_column vc_column_container vc_col-sm-6"">
<div class=""vc_column-inner "">
<div class=""wpb_wrapper"">
<ul class=""list-style-two"">
 	<li>Buena fertilidad natural de las yemas.</li>
 	<li>Variedades vigorosas con muy buen raleo natural.</li>
 	<li>Buen tamaño natural de las bayas.</li>
 	<li>Crocantes, dulces y de colores excepcionales.</li>
 	<li>Bajos costos de mano de obra en cosecha.</li>
 	<li>Excelente Alternativa de exportación.</li>
</ul>
</div>
</div>
<h3 class=""h_title""></h3>
<h3 class=""h_title"">ENTAV®</h3>
<div class=""vc_row wpb_row vc_inner vc_row-fluid"">
<div class=""wpb_column vc_column_container vc_col-sm-12"">
<div class=""vc_column-inner "">
<div class=""wpb_wrapper"">
<div class=""text h_text"">
<p style=""text-align: justify;"">ENTAV® es el organismo francés oficial de selección clonal, encargado de conservar los materiales vegetales que serán multiplicados y de hacer investigación para detección de virosis e identificación clonal.</p>

</div>
</div>
</div>
</div>
</div>
<div class=""vc_row wpb_row vc_inner vc_row-fluid"" style=""text-align: justify;"">
<div class=""wpb_column vc_column_container vc_col-sm-12"">
<div class=""vc_column-inner "">
<div class=""wpb_wrapper"">
<div class=""wpb_text_column wpb_content_element vc_custom_1535552659053"">
<div class=""wpb_wrapper"">

<strong>Sus principales responsabilidades son:</strong>

</div>
</div>
<ul class=""list-style-two"">
 	<li>La selección sanitaria y agronómica para obtener nuevos clones certificados.</li>
 	<li>La conservación de material vegetal seleccionado y la preservación de la diversidad genética natural.</li>
 	<li>La producción y la difusión del material inicial y el material de base a través del sector de viveros.</li>
 	<li>La distribución internacional y el desarrollo del material vegetal bajo la marca ENTAV® - INRA.</li>
 	<li>ENTAV® enví­a el material vegetal desde Francia, para su posterior cuarentena y multiplicación en Chile, proyecto a cargo del CTVV (Centro Tecnológico de la Vid y el Vino) de la Universidad de Talca, únicas entidades autorizadas para otorgar la licencia en Chile.</li>
</ul>
</div>
</div>
</div>
</div>
</div>
</div>
<div class=""wpb_wrapper"">
<p style=""text-align: justify;""><strong> </strong></p>

</div>
</div>
</div>
<div class=""wpb_column vc_column_container vc_col-sm-6""></div>",field_583470eff7383,13,http://www.nuevavid.cl/,field_583470e1f7382,,field_583497f63d99f,,field_5834981c3d9a0,,field_583498283d9a1,,field_583498343d9a2,30,,,,publish,2,Agr1col@dmin,juanpablo@reactor.cl,andres,avalancha,nuevavid,,,0,0,0,closed,closed,2020-04-16 22:31:25
17148,PacLife,,,2019-05-01 21:08:10,ra360,https://www.redagricola.com/cl/ra360/paclife/,http://www.redagricola.com/cl/assets/uploads/2019/07/paclife.jpg,Paclife,,,,,,1,field_5836fb7bdd5a6,,,,,,,,,,,,,,17149,field_583470a079675,http://www.redagricola.com/cl/redagricola-360/paclife/,field_5836fac4dd5a5,"<strong><a href=""http://envasespaclife.com/"">PacLife </a></strong>ha desarrollado la nueva y única tecnología patentada y fabricada en Chile de envases ""Atmosfera Modificada Dynamic"". Se trata de la incorporación a la matriz polimérica de aditivos inorgánicos y sintéticos como la zeolita, un tipo de mineral o compuesto de silicato capaz de absorber gases, como Etileno, principal precursor de la aceleración de la maduración de la fruta.

PacLife cuenta con los siguiente productos: bolsas con Atmósfera Modificada para cerezas, nectarines, kiwis y vegetales en general, bolsas de rápido enfriamiento para ciruelas, kiwis y manzanas y envases para uso doméstico.
<div class=""col1 grid4 first"">
<h3>Ventajas del sistema PacLife:</h3>
</div>
<div class=""col2 grid4"">
<ul>
 	<li>Mayor capacidad de respuesta a quiebres de frío.</li>
 	<li>Extiende en forma segura el período de almacenamiento.</li>
 	<li>Preserva el sabor fresco y características organolépticas.</li>
 	<li>Reduce las pérdidas en la cadena de almacenamiento.</li>
 	<li>Aporta en las ventas fuera de temporada.</li>
 	<li>Reduce los costos logísticos de transporte.</li>
</ul>
</div>",field_583470eff7383,13,http://envasespaclife.com/,field_583470e1f7382,,field_583497f63d99f,,field_5834981c3d9a0,,field_583498283d9a1,,field_583498343d9a2,30,,,,publish,2,Agr1col@dmin,juanpablo@reactor.cl,andres,avalancha,paclife,,,0,0,0,closed,closed,2020-05-31 17:43:01
17193,Agroriego Tattersall,,,2019-07-09 21:50:01,ra360,https://www.redagricola.com/cl/ra360/agroriego-tattersall/,http://www.redagricola.com/cl/assets/uploads/2019/07/agroriego.jpg,agroriego,,,,,,1,field_5836fb7bdd5a6,,,,,,,,,,,,,,17194,field_583470a079675,http://www.redagricola.com/cl/redagricola-360/agroriego-tattersall/,field_5836fac4dd5a5,"La sustentabilidad en el tiempo de nuestros proyectos, diseños y equipos se basan en la atención y servicio de post venta de nuestros equipos.

Contamos con técnicos propios especializados por áreas (hidráulica, eléctrica y mecánica) dedicados exclusivamente a la atención de post venta en todas nuestras sucursales, de manera de asegurar una rápida y ejecutiva solución a los problemas presentados por nuestros clientes.

Todas nuestras bodegas se encuentran conectadas en línea y con sus repuestos clasificados con código de barra a lo cual sumamos una maestranza en nuestra casa matriz con fundición propia en aluminio, donde se fabrican filtros, válvulas, excéntricas, manifold de distribución etc. y que es capaz de fabricar también piezas de difícil disponibilidad si se requiriera.

El compromiso y cercanía en el tiempo con nuestros clientes es para nosotros fundamental, razón por la cual ponemos a su disposición el servicio preventivo y de mantención de sus equipos tanto en lo que se refiere a unidades de Filtraje; Bombas hidráulicas, Válvulas y Tableros eléctricos. Junto a la capacitación permanente de sus operadores.",field_583470eff7383,7,https://www.agroriego.cl/,field_583470e1f7382,,field_583497f63d99f,,field_5834981c3d9a0,,field_583498283d9a1,,field_583498343d9a2,30,,,,publish,2,Agr1col@dmin,juanpablo@reactor.cl,andres,avalancha,agroriego-tattersall,,,0,0,0,closed,closed,2019-07-09 21:50:02
17233,Quimetal,,,2019-07-10 14:10:39,ra360,https://www.redagricola.com/cl/ra360/quimetal/,http://www.redagricola.com/cl/assets/uploads/2019/07/quimetal.jpg,Quimetal,,,,,,1,field_5836fb7bdd5a6,,,,,,,,,,,,,,17234,field_583470a079675,http://www.redagricola.com/cl/redagricola-360/quimetal/,field_5836fac4dd5a5,"<p style=""text-align: justify;""><em><a href=""http://www.quimetal.cl/""><strong>Quimetal</strong></a> es una destacada empresa chilena dedicada al negocio de los compuestos inorgánicos en base a cobre, azufre, molibdeno, magnesio y aluminio para usos industriales y silvoagropecuarios.
</em><em>Ha desarrollado una completa gama de productos que se ajustan a los más variados requerimientos, tanto de industrias nacionales como internacionales. Quimetal, es un referente en la industria de la agricultura sudamericana.</em></p>

<h2 style=""text-align: justify;"">Siempre buscando las mejores alternativas para la protección de sus frutales y cultivos</h2>
<h3>Micogel</h3>
<strong>Micogel</strong> es un producto que contiene únicas micorrizas en gel que son perfectas para aplicación en riego, ya que las micorrizas son  asociaciones de hongos benefciosos con la raíz, estos hongos penetran en las células de las raíces sin dañarlas y producen un importante crecimiento radicular. Asimismo, es una formulación de hongos micorrícicos a base de Rhizophagus irregularis, seleccionados especialmente por su elevada eficacia, que presenta la mayor concentración en el mercado de micorrizas y con una formulación en gel. Se caracterizan por proporcionar una mayor absorción de agua y nutrientes y por estimular el crecimiento en condiciones de estrés, ya sea sequía, salinidad, suelos pobres o ph extremos. Asimismo, fortalece el cultivo frente a ciertos patógenos y plagas.
<strong>

</strong><strong>Betazyme Plus </strong>
<p style=""text-align: justify;""><a href=""https://www.quimetal.cl/archivos/folleto/Volante%20Betazyme%20Plus.pdf""><strong>Betazyme Plus</strong></a> es un producto líquido especialmente formulado para combinar la función osmoprotectora de la Glicina-Betaína en la planta y frutos junto con la acción foliar del Calcio y Boro. Debido a su formulación Betazyme Plus protege frente a fisiopatías relacionadas con el estrés hídrico, salino y térmico de la planta y el fruto, y se complementa con la acción del Calcio-Boro de fortalecer y dar elasticidad a los tejidos vegetales.</p>
<p style=""text-align: justify;""><strong>¿Por qué es importante la Glicina-Betaína?</strong></p>
<p style=""text-align: justify;"">La aplicación de Glicina-Betaína nivela el contenido de agua dentro y fuera de las células, especialmente indicado en situaciones de sequía o estrés térmico o salino y en caso de exceso de agua (lluvias fuertes y/o humedad), evitando cracking en frutos.</p>

<h3 style=""text-align: justify;"">Prebiota Max</h3>
<p style=""text-align: justify;""><strong>Prebiota Max</strong> es un generador de microbiota del suelo que contiene moléculas prebióticas que actúan como sustrato para el crecimiento de microorganismos beneficiosos. Cuando se aplican al suelo, las moléculas orgánicas, similares en natualeza a los exudados de la raíz del cultivo, potencian los microorganismos positivos que constituyen el Microbioma Central del suelo, ya que están adaptados al cultivo.</p>
<p style=""text-align: justify;"">Prebiota Max aumenta la producción de tus cultivos de forma natural devolviendo vida al suelo, mejora la aireación y fertilidad y proporciona moléculas prebióticas que mejoran la instalación y desarrollo de microorganismos positivos del suelo.</p>

<h3>Seanergy</h3>
<p style=""text-align: justify;""><a href=""https://www.quimetal.cl/archivos/folleto/D%C3%83%C2%ADptico%20Seanergy.pdf""><strong>Seanergy</strong></a> es el único producto basado en la acción bioestimulante conjunta de las macroalgas y las microalgas 100% natural. Es una fuente activa de fitohormonas naturales como citoquininas, auxinas y giberelinas, además de componentes como aminoácidos libres, vitaminas, oligoelementos y antioxidantes que promueven la resistencia al estrés, preparando al cultivo en momentos de alta demanda energética y durante cambios de fase fenológica. Es la combinación perfecta para que todos los procesos metabólicos y fisiológicos se den correctamente, optimizando el rendimiento de los cultivos.</p>
<p style=""text-align: justify;"">Seanergy proporciona mayor resistencia frente al estrés ambiental, mejora la calidad de las cosechas, aumenta la inducción de sustancias de interés, proporciona mayor rendimiento a los cultivos. Asimismo, es un producto inocuo y natural, de fácil asimilación y que potencia la acción de otros tratamientos.</p>

<h3 style=""text-align: justify;"">Basso</h3>
<p style=""text-align: justify;""><a href=""https://www.quimetal.cl/archivos/folleto/Volante_Basso.pdf""><strong>Basso</strong></a> es un producto con dos ámbitos de acción. Por un lado, actúa mejorando la estructura física y química del suelo debido a la materia orgánica y ácidos fúlvicos existentes en su composición de origen vegetal activando al mismo tiempo la vida microbiana. Y por otro, tiene también un efecto sobre la nutrición de los cultivos ya que aporta elementos como nitrógeno, potasio y sustancias naturales bioestimulantes, de fácil asimilación por los cultivos gracias a su origen orgánico. Puede utilizarse tanto en agricultura ecológica como convencional.</p>
<p style=""text-align: justify;"">Basso disminuye el agotamiento nutricional de los suelos y consigue aumentar la flora microbiana y mejorar la estructura fisico-química del suelo. También potencia las fases del enraizamiento, desarrollo vegetativo y crecimiento del fruto.</p>

<h3>Amifort Active</h3>
<p style=""text-align: justify;""><a href=""https://www.quimetal.cl/archivos/folleto/Volante_Amifort%20Active.pdf""><strong>Amifort Active</strong></a> es un bioestimulante de nueva generación que aúna en una sola formulación la doble acción bioestimulante de los aminoácidos sobre el cultivo y de los ácidos fúlvicos sobre el suelo. Gracias al completo aminograma que posee dota a la planta de una gran cantidad de aminoácidos libres, logrando que los procesos fisiológicos como enraizamiento, brotación, cuajado y crecimiento del fruto se vean mejorados ya que la planta no necesita sintetizarlos, ahorrando energía. Además, gracias a esta alta concentración de L-aminoácidos, es una herramienta perfecta para su uso tras diferentes tipos de estrés como granizo, fuerte viento, bajas temperaturas, baja radiación o estrés salino en los que es necesario mantener el metabolismo y el desarrollo. Los ácidos fúlvicos completan la fórmula mejorando las características químicas del suelo y la disponibilidad de nutrientes.</p>
<p style=""text-align: justify;"">Amifort Active aumenta la producción, genera mayor división celular, aumenta el calibre y la respuesta de los cultivos en invierno.</p>

<h3 style=""text-align: justify;"">Hidro-Cup WG</h3>
<a href=""https://www.quimetal.cl/archivos/etiqueta/Etiqueta%20WEB%20Hidro-Cup%20WG.pdf""><strong>Hidro-Cup WG</strong> </a>es un bactericida cúprico para el control preventivo de enfermedades en cultivos como: nogales, almendros, ciruelos, damascos, cerezos, naranjo, limonero, mandarino, pomelos, clementinas, tangerinos, manzanos, perales, duraznero, nectarino, frambuesos, arándanos, vides-parronales, paltos, papa, tomate, avellano europeo y olivo.

Hydro-Cup WG es un bactericida perteneciente al grupo químico de los compuestos de cobre. Su presentación es de sacos por 25 kg cada uno.

&nbsp;",field_583470eff7383,12,http://www.quimetal.cl/,field_583470e1f7382,,field_583497f63d99f,,field_5834981c3d9a0,,field_583498283d9a1,https://www.linkedin.com/company/quimetal-industrial-s-a-/,field_583498343d9a2,30,,,,publish,2,Agr1col@dmin,juanpablo@reactor.cl,andres,avalancha,quimetal,,,0,0,0,closed,closed,2020-06-04 21:47:14
17546,Gowan,,,2020-05-01 17:22:44,ra360,https://www.redagricola.com/cl/ra360/gowan/,http://www.redagricola.com/cl/assets/uploads/2019/08/gowan.jpg,gowan,,,,,,1,field_5836fb7bdd5a6,,,,,,,,,,,,,,17547,field_583470a079675,http://www.redagricola.com/cl/redagricola-360/gowan/,field_5836fac4dd5a5,"<em>En 1958, Jon Jessen, entomólogo de la UC Davis, llega a Yuma en Arizona, ahí conoce a su esposa Liney y comienza a construir las bases para, en 1964, formar Growers Scientific Services. Esta compañía, fue la base para lo que hoy es Gowan Company la cual queda constituida formalmente en 1974 y que desde el año 2004 está al mando de nuestra CEO July Jessen, hija de nuestro fundador.</em>

<em>Hoy, <strong><a href=""https://gowan.cl/"">Gowan Company</a></strong>, se ha convertido en un negocio global de insumos agrícolas para la protección de cultivos con más de 20 entidades en más de 10 países y presencia en todos los continentes.</em>
<h3>EcoSwing</h3>
<strong><a href=""https://gowan.cl/productos/fitosanitarios/ecoswing-96-7-sl/"">EcoSwing</a></strong> es un fungicida botánico con acción de contacto, preventiva y curativa, de amplio espectro, cuyo ingrediente activo está formado por la suma demetabolitos secundarios de un extracto natural de<em> Swinglea glutinosa</em>, que actúa como fungicida clásico y como inductor de resistencia sistémica.",field_583470eff7383,11,https://gowan.cl/,field_583470e1f7382,https://www.facebook.com/gowanco,field_583497f63d99f,,field_5834981c3d9a0,,field_583498283d9a1,https://www.linkedin.com/company/gowan-company/,field_583498343d9a2,30,,,,publish,2,Agr1col@dmin,juanpablo@reactor.cl,andres,avalancha,gowan,,,0,0,0,closed,closed,2020-05-31 17:17:39
17607,Basf,,,2019-08-20 16:13:26,ra360,https://www.redagricola.com/cl/ra360/basf/,http://www.redagricola.com/cl/assets/uploads/2019/08/basf.jpg,basf,,,,,,1,field_5836fb7bdd5a6,,,,,,,,,,,,,,17608,field_583470a079675,http://www.redagricola.com/cl/redagricola-360/basf,field_5836fac4dd5a5,"<div class=""title aem-GridColumn--default--none aem-GridColumn aem-GridColumn--default--11 aem-GridColumn--offset--default--0"">
<div class=""cmp-title"">

<strong>Creamos química para un futuro sostenible</strong>

</div>
</div>
<div class=""text component aem-GridColumn aem-GridColumn--default--12"">
<div class=""textbody"">
<div class=""cmp-text"">

<span class=""cmp-text__introtext"">En línea con nuestro propósito corporativo, más de 112.000 colaboradores contribuyen al éxito de nuestros clientes en casi todos los sectores y países del mundo.</span>

</div>
</div>
</div>
<div class=""text component aem-GridColumn aem-GridColumn--default--12"">
<div class=""textbody"">
<div class=""cmp-text"">

Nuestra cartera va desde productos químicos, plásticos, productos de acabado y productos de protección de cultivos hasta el petróleo y gas natural. BASF registró unas ventas de aproximadamente 70.000 millones de euros en 2015 y un EBIT antes de efectos extraordinarios de unos 6.700 millones de euros. Combinamos el éxito económico con la protección del medio ambiente y la responsabilidad social. A través de la ciencia y la innovación, hacemos posible que nuestros clientes de prácticamente todos los sectores puedan satisfacer las necesidades actuales y futuras de la sociedad. Hemos resumido esta contribución a la sociedad en nuestro objeto social: Creamos química para un futuro sostenible.

</div>
</div>
</div>",field_583470eff7383,12,https://agriculture.basf.com/cl/es.html,field_583470e1f7382,,field_583497f63d99f,,field_5834981c3d9a0,,field_583498283d9a1,,field_583498343d9a2,30,,,,publish,2,Agr1col@dmin,juanpablo@reactor.cl,andres,avalancha,basf,,,0,0,0,closed,closed,2019-08-20 16:13:26
17629,Innovak,,,2019-08-20 16:41:30,ra360,https://www.redagricola.com/cl/ra360/innovak/,http://www.redagricola.com/cl/assets/uploads/2019/08/innovak.jpg,Innovak,,,,,,1,field_5836fb7bdd5a6,,,,,,,,,,,,,,17630,field_583470a079675,http://www.redagricola.com/cl/redagricola-360/innovak,field_5836fac4dd5a5,"Innovak es la empresa con la mas amplia experiencia en bioestimulación desde la raiz, contribuyendo a la producción de cultivos sanos en alianza con la naturaleza, reconocida internacionalmente como líder en el desarrollo de soluciones biorracionales enfocados en mejorar la calidad de los alimentos frescos y la productividad de las cosechas.

Con una larga presencia de casi 60 años en la agricultura tecnificada, Innovak concibe, desarrolla y comercializa bioestimulantes que resuelven problemas puntuales y críticos de los cultivos.

Es en la raíz en donde enfocamos objetivos, tecnología, y la filosofía compartida con el agricultor, de producir con excelencia cultivos saludables, cuidando la salud de la tierra y respetando el medio ambiente.

<em>Sembrar el futuro, dejar huella en este mundo y darle sentido a nuestro trabajo para influir positivamente en una naturaleza sustentable.</em>
<em><strong>Es nuestra filosofía, es nuestra raíz.</strong></em>",field_583470eff7383,47,https://www.innovakglobal.com/,field_583470e1f7382,,field_583497f63d99f,,field_5834981c3d9a0,,field_583498283d9a1,,field_583498343d9a2,30,,,,publish,2,Agr1col@dmin,juanpablo@reactor.cl,andres,avalancha,innovak,,,0,0,0,closed,closed,2019-08-20 16:41:30
17675,Grupo Olmos,,,2019-08-20 19:11:36,ra360,https://www.redagricola.com/cl/ra360/grupo-olmos/,http://www.redagricola.com/cl/assets/uploads/2019/08/los-olmos.jpg|http://www.redagricola.com/cl/assets/uploads/2019/08/los-olmos_2.jpg,Los olmos|Los olmos_2,|,|,|,,,1,field_5836fb7bdd5a6,,,,,,,,,,,,,,20101,field_583470a079675,http://www.redagricola.com/cl/redagricola-360/grupo-olmos,field_5836fac4dd5a5,"En la actualidad Grupo Olmos cuenta con cuatro filiales o unidades de negocio; <strong><em>Olmos frut</em></strong>, uno de los cinco <strong>viveros frutales</strong> más importantes del país, que se destaca por la producción de plantas de manzanos, perales, cerezos, kiwis y vides con una amplia variedad de portainjertos y variedades de última generación; <strong><em>Olmos plant</em></strong> filial que produce <strong>plantines</strong> de todo tipo de hortalizas, siendo hoy en día el primer y mayor proveedor de plantines del país, tanto para la agroindustria de tomate y pimentón; así como también propagador estratégico de las empresas productoras de semillas y productor de plantines de hortalizas frescas, tanto de producción convencional como recientemente también de producción orgánica.

Por otra parte, está la división de producción frutícola o huertos, <strong><em>Olmos agro</em></strong>, que hoy alcanza cerca de 260 has plantadas y más de 600.000 cajas producidas en donde destacan la producción de uva de mesa, cerezos, manzanos, perales y kiwis. y por último está el brazo exportador del grupo, <strong><em>Olmos export</em></strong>, que le ha permitido integrarse verticalmente no solamente en la producción de fruta, sino también en la exportación y comercialización de ella. Actualmente la exportadora ofrece sus productos a diversos mercados internacionales en América, Europa y Asia.

Así mismo Grupo Olmos es uno de los socios fundadores de la empresa <strong><em>A.N.A Chile</em></strong>, principal administradora de variedades en Chile y un actor protagónico en el desarrollo de nueva genética nacional. También es socio del Consorcio tecnológico <strong><em>Biofrutales,</em></strong> uno de los más antiguos e importantes consorcios biotecnológicos activos en el país y es integrante de <strong>I.N.N</strong>(International New Varieties Network), una de las principales redes internacionales de administración y representación de variedades  protegidas del mundo. El ámbito gremial también ha sido preocupación de sus socios lo que llevó en el año 1999 a ser uno de los miembros fundadores de la <strong>Asociación Gremial de Viveros</strong>, presidiendo la asociación por 3 periodos consecutivos.",field_583470eff7383,14,http://www.losolmos.cl/,field_583470e1f7382,,field_583497f63d99f,,field_5834981c3d9a0,,field_583498283d9a1,,field_583498343d9a2,30,,,,publish,2,Agr1col@dmin,juanpablo@reactor.cl,andres,avalancha,grupo-olmos,,,0,0,0,closed,closed,2019-12-16 19:45:10
