ID,Title,Content,Excerpt,Date,"Post Type",Permalink,URL,Title,Caption,Description,"Alt Text",Featured,URL,Categorías,Etiquetas,_wp_page_template,_banner,banner,_contacto,contacto,_cargo,cargo,_correo,correo,_pagina,pagina,views,_yoast_wpseo_content_score,_yoast_wpseo_primary_category,_yoast_wpseo_estimated-reading-time-minutes,_yoast_wpseo_title,_yoast_wpseo_metadesc,_yoast_wpseo_wordproof_timestamp,Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
8983,"Polen Chile","<p><p class=""p1""><em><b>Polen Chile</b></em></p>
<p class=""p1""><em>Contactos: +56 72 2471487</em></p>
<p class=""p1""><a href=""mailto:polenchile@friopak.com""><em>polenchile@friopak.com</em></a></p>
<p class=""p1""><em>Dirección: Ruta 5 Sur, km. 76, </em><em>Graneros, Región de O’Higgins.</em></p></p>",,"2019-08-22 18:58:45",empresas,https://staging.redagricola.com/empresas/polen-chile/,http://staging.redagricola.com/wp-content/uploads/2023/03/polen_chile.png,polen_chile,,,,http://staging.redagricola.com/wp-content/uploads/2023/03/polen_chile.png,,.Chile|.Colombia,,default,field_63aa679e183ab,,field_63a2054d06bac,,field_63a2057606bad,,field_63a2057f06bae,,field_63a205b806baf,http://www.polenchile.cl/,15,30,,,,,,publish,1,RedAgricola,contacto@redagricola.com,,,polen-chile,,default,0,0,0,closed,closed,"2023-03-29 14:23:08"
8985,Viverosur,"<p>VIVEROSUR nace el año 1991, como una empresa dedicada al rubro de producción de arboles frutales para la industria de fruta de exportación de Chile.

Desde sus inicios su focos han sido la INNOVACION permanente, lo que le ha permitido ser capaz de diferenciarse con TECNOLOGIA DE PROPAGACION y  PROPIEDAD INTELECTUAL a través  de representaciones internacionales de programas de mejoramiento genético en Manzanas, Cerezas, Arándanos, Perales, Kiwis y Frambuesas.

Esta permanente innovación en tecnologías de propagación le ha permitido desarrollar una infraestructura moderna de laboratorios de multiplicación in vitro y modernos invernaderos de aclimatación que le permiten desarrollar sus propios proyectos sin grandes limitaciones al tener control de todas las etapas de producción.

En representaciones internacionales Viverosur, trabaja con muchos programas genéticos, pero su ubicación geográfica le ha demandado una mayor especialización en Cerezos y Manzanos, trabajando con los principales programas de USA, Europa y Nueva Zelanda.

&nbsp;</p>",,"2019-08-22 23:53:31",empresas,https://staging.redagricola.com/empresas/viverosur/,http://staging.redagricola.com/wp-content/uploads/2023/03/viverosur.jpg,viverosur,,,,http://staging.redagricola.com/wp-content/uploads/2023/03/viverosur.jpg,,.Chile|.Colombia,,default,field_63aa679e183ab,,field_63a2054d06bac,,field_63a2057606bad,,field_63a2057f06bae,,field_63a205b806baf,http://viverosur.com/es/,10,30,,,,,,publish,1,RedAgricola,contacto@redagricola.com,,,viverosur,,default,0,0,0,closed,closed,"2023-03-29 14:23:08"
8987,Soprocal,"<p>Nuestros clientes son nuestra prioridad y ello queda demostrado en la actitud de servicio y compromiso que caracteriza a todos quienes trabajan en SOPROCAL. A la vez mantenerse como la primera Industria Nacional de elaboración de Cal, capaz de responder con la calidad y excelencia de sus productos, contamos con un experimentado y efectivo sistema logístico que proporciona seguridad a nuestros clientes de recibir sus productos y servicios en los plazos acordados. Más que un proveedor, aspiramos a ser socios estratégicos y principal artífice de sus proyectos.
<ul>
 	<li>Entregamos soluciones en donde el producto es solo una componente del servicio.</li>
 	<li>Por nuestra certificación ISO aseguramos homogeneidad en la calidad de nuestros productos y servicios.</li>
 	<li>Contamos con un experimentado y efectivo sistema logístico que proporciona seguridad a nuestros clientes de recibir sus productos y servicios en el tiempo acordado.</li>
</ul></p>",,"2019-08-23 01:21:46",empresas,https://staging.redagricola.com/empresas/soprocal/,http://staging.redagricola.com/wp-content/uploads/2023/03/soprocal.jpg,soprocal,,,,http://staging.redagricola.com/wp-content/uploads/2023/03/soprocal.jpg,,.Chile|.Colombia,,default,field_63aa679e183ab,,field_63a2054d06bac,,field_63a2057606bad,,field_63a2057f06bae,,field_63a205b806baf,http://www.soprocal.cl/,12,30,,,,,,publish,1,RedAgricola,contacto@redagricola.com,,,soprocal,,default,0,0,0,closed,closed,"2023-03-29 14:23:09"
8989,Tavan,"<p>La actividad principal de<strong> TAVAN – Tecnologías Avanzadas Agrícolas, SL</strong> es la fabricación y comercialización de fertilizantes líquidos empleados en la agricultura de más vanguardia, tanto en cultivos orgánicos (biológicos), como tradicionales, con gran experiencia en Bio-agroquímicos, Bio-fitosanitarios y Bio-fertilizantes.

Asimismo, intentamos dar soluciones a la multitud de variables en cultivos tan variados y diversos, como banano, arroz, aguacate, frutales, vid, hortícolas, cítricos, etc…con la adaptación de programas de trabajo adaptados a nuestras latitudes, con más de 20 años de experiencia.

Desarrollada desde los años 88 en Valencia (España), <strong>Tecnologías Avanzadas Agrícolas, S.L</strong> surgió como una necesidad de mercado en 1999, para complementar las exigencias y necesidades del mercado en Europa para la producción de distintos cultivos más competitivos. Tiene una característica principal, la biotecnología aplicada a la agricultura.

Hoy en día, la marca TAVAN está representada en multitud de países de distintos continentes, y en continua expansión controlada, a fin de garantizar un crecimiento que no perjudique el ofrecer la mejor calidad técnica en base a toda la experiencia acumulada. Adaptamos nuestras formulaciones a cada exigencia variable en continuo movimiento, que precisa atenderse para salvaguardar la base para la vida, la agricultura.</p>",,"2019-08-23 01:36:34",empresas,https://staging.redagricola.com/empresas/tavan/,http://staging.redagricola.com/wp-content/uploads/2023/03/tavan.png,tavan,,,,http://staging.redagricola.com/wp-content/uploads/2023/03/tavan.png,,.Chile|.Colombia,,default,field_63aa679e183ab,,field_63a2054d06bac,,field_63a2057606bad,,field_63a2057f06bae,,field_63a205b806baf,http://tavan.cl/,9,30,,,,,,publish,1,RedAgricola,contacto@redagricola.com,,,tavan,,default,0,0,0,closed,closed,"2023-03-29 14:23:09"
8991,AminoChem,"<p><p id=""u564-2""><em><strong><a href=""https://aminochem.cl/#/"">AminoChem</a></strong> es una compañía Chilena,  dedicada a la fabricación y comercialización  de hidrolizados proteico (originados del salmón)  para  nutrición y  bioestimulación  de especies vegetales,  y aceites   para protección de cultivos.  </em>
<em>Son una empresa altamente especializada. Gran parte de su esfuerzo lo dedican a investigación y desarrollo de sus productos,  lo que ha significado poder demostrar de la forma más objetiva y científica posible la efectividad de sus productos.</em></p>

<h3>Aminoterra</h3>
<strong><a href=""https://aminochem.cl/#/products/fertilizers/aminoterra"">Aminoterra</a></strong> es un poderoso fertilizante y bioestimulante líquido, obtenido a partir de proteínas de origen marino (salmón), hidrolizadas enzimáticamente en condiciones controladas con alta tecnología. Este avanzado proceso, permite obtener un producto estable, rico en aminoácidos libres de péptidos de bajo peso molecular, favoreciendo la absorción vía foliar y radicular, lo que permite a las plantas construir sus propias proteínas y tejidos de forma rapida, y con gran ahorro de energía, especialmente en ambientes con estrés de tipo nutricional, térmico, hídrico, luminoso ó salino.
<h3>Bioamino-L</h3>
<a href=""https://aminochem.cl/#/products/amendments""><strong>Bioamino-L</strong></a> es una enmienda Organica Liquida pars activar suelos, con alto contenido de materia organica de origen no húmico, acidos fúlvicos, polipéptidos de muy alta calidad biológica, macronutrientes (Nitrógeno, Fósforo, Potasio, Calcio, Magnesio) y micronuirienies (Zinc, Manganeso, Hierro).</p>",,"2020-05-02 00:19:41",empresas,https://staging.redagricola.com/empresas/aminochem/,http://staging.redagricola.com/wp-content/uploads/2023/03/aminochem.png,aminochem,,,,http://staging.redagricola.com/wp-content/uploads/2023/03/aminochem.png,,.Chile|.Colombia,,default,field_63aa679e183ab,,field_63a2054d06bac,,field_63a2057606bad,,field_63a2057f06bae,,field_63a205b806baf,https://aminochem.cl/#/,10,30,,,,,,publish,1,RedAgricola,contacto@redagricola.com,,,aminochem,,default,0,0,0,closed,closed,"2023-03-29 14:23:09"
8993,Anasac,"<p>En <strong><a href=""http://anasac.cl/"">Anasac </a></strong>desde hace siete décadas acompañan el crecimiento de sus clientes, generando soluciones con valor en cada una de las industrias en que participan: Protección de Cultivos, Semillas, Mecanización Agrícola, Veterinaria, Jardín y Hogar, Sanidad Ambiental, Mascotas, Higiene y Desinfección.
Estan constantemente desarrollando productos y servicios para un exigente mercado global, adaptando nuestras soluciones a cada realidad local.
Una permanente inversión en tecnología, calidad y soporte técnico-comercial, así como su vasta experiencia, permiten que sigan acompañando a sus clientes en todo su proceso, convirtiéndolos en un socio estratégico y especialista en nuestro campo de acción.
<h2>Golpe a la Botritis</h2>
<h3>Frontal 425 SC</h3>
<strong><a href=""https://www.anasac.cl/agropecuario/productos/frontal-425-sc/"">Frontal 425 SC </a></strong>es un fungicida de contacto con acción preventiva, que actúa inhibiendo la síntesis del ergosterol y el metabolismo celular de los hongos. Se recomienda para el control de las enfermedades descritas en el cuadro de instrucciones de uso.</p>",,"2020-05-01 17:24:01",empresas,https://staging.redagricola.com/empresas/anasac/,http://staging.redagricola.com/wp-content/uploads/2023/03/anasac.png,anasac,,,,http://staging.redagricola.com/wp-content/uploads/2023/03/anasac.png,,.Chile|.Colombia,,default,field_63aa679e183ab,,field_63a2054d06bac,,field_63a2057606bad,,field_63a2057f06bae,,field_63a205b806baf,http://anasac.cl/,9,30,,,,,,publish,1,RedAgricola,contacto@redagricola.com,,,anasac,,default,0,0,0,closed,closed,"2023-03-29 14:23:09"
8995,"Tessenderlo Kerley","<p>Tessenderlo Kerley International, que forma parte del Grupo Tessenderlo, es una unidad de negocios recientemente creada que está compuesta por las antiguas unidades de negocios Kerley International y SOP Plant Nutrition. Tessenderlo Kerley International suministra nutrición vegetal líquida, soluble y sólida de valor agregado para ayudar a los productores a lograr una agricultura eficiente y sostenible.

Nuestro equipo global de expertos, agrónomos y asesores comerciales se caracteriza por un enfoque dedicado al cliente y tiene una herencia excepcional. De hecho, podemos aprovechar los casi 100 años de experiencia en Tessenderlo y los 70 años de experiencia en Kerley.

Todas nuestras marcas de productos fertilizantes están agrupadas bajo una marca global: Crop Vitality. Esto se debe a que nuestra dedicación para brindar a los agricultores las herramientas precisas necesarias para estimular la vitalidad de sus cultivos es la esencia de lo que hacemos, tanto hoy como en el futuro. Nuestra cartera consta de fertilizantes especiales reconocidos como SoluPotasse®, K-Leaf®, Thio-Sul®, KTS®, CaTs®, etc., en los que invertimos continuamente en términos de innovación, desarrollo de productos y soporte.

Así es como podemos garantizar que todas nuestras intervenciones, ya sea por nuestros productos, nuestros expertos o nuestros asesores, crearán una producción máxima: es decir, un mejor rendimiento para los cultivos, más control para los agricultores y un planeta más saludable para todos.

Crop Vitality, precisamente donde nos necesitas.</p>",,"2019-09-24 21:24:41",empresas,https://staging.redagricola.com/empresas/tessenderlo-kerley/,http://staging.redagricola.com/wp-content/uploads/2023/03/tki.png,tki,,,,http://staging.redagricola.com/wp-content/uploads/2023/03/tki.png,,.Chile|.Colombia|.Perú,,default,field_63aa679e183ab,,field_63a2054d06bac,,field_63a2057606bad,,field_63a2057f06bae,,field_63a205b806baf,https://www.cropvitality.com/en,79,,,,,,,publish,1,RedAgricola,contacto@redagricola.com,,,tessenderlo-kerley,,default,0,0,0,closed,closed,"2023-03-29 14:28:01"
8997,BioAtlantis,"<p>El estrés abiótico es un importante factor limitante del rendimiento en la agricultura. El trabajo continuo en colaboración con nuestros socios académicos muestra beneficios significativos del uso de nuestros productos para contrarrestar el estrés abiótico. Super Fifty® está diseñado para reducir el estrés abiótico al cebar la planta antes de la sequía o el estrés por calor. Este efecto se ha demostrado en modelos de cultivo, tomate (dicotiledóneas) y maíz (monocotiledóneas) en conjunto con la Universidad de Potsdam (Proyecto UE ""Crop Fortrengthen"") y la Universidad de Hohenheim en Alemania (proyecto UE ""Biofector"").</p>",,"2019-09-25 16:56:11",empresas,https://staging.redagricola.com/empresas/bioatlantis/,http://staging.redagricola.com/wp-content/uploads/2023/03/bioatlantis.png,bioatlantis,,,,http://staging.redagricola.com/wp-content/uploads/2023/03/bioatlantis.png,,.Chile|.Colombia,,default,field_63aa679e183ab,,field_63a2054d06bac,,field_63a2057606bad,,field_63a2057f06bae,,field_63a205b806baf,http://www.bioatlantis.com/,11,30,,,,,,publish,1,RedAgricola,contacto@redagricola.com,,,bioatlantis,,default,0,0,0,closed,closed,"2023-03-29 14:23:09"
8999,SmartPac,"<p><p id=""tw-target-text"" class=""tw-data-text tw-text-large tw-ta"" dir=""ltr"" data-placeholder=""Traducción""><strong>SmartPac © es desarrollado por Quimas S.A.</strong>
Quimas S.A. es el resultado de la interacción de dos socios; uno proporciona tecnología química y de procesamiento, y el otro tecnología de productos frescos e inteligencia de mercado.
El socio químico (Quimetal S.A.) es un fabricante químico bien establecido en Santiago, Chile, que brinda soluciones químicas para las industrias de minería, agricultura, silvicultura y tratamiento de aguas.</p>
Agroservicios S.A., el otro socio, es esencialmente un proveedor de servicios técnicos y científicos para la industria de productos frescos y su cadena comercial en Sudamérica, Reino Unido y Europa. Su misión es garantizar la calidad, las condiciones y los requisitos reglamentarios de los productos en toda la cadena comercial y asegurar el éxito de los socios comerciales de fruta fresca.
El embalaje activo y respetuoso con el medio ambiente se ha convertido últimamente en un servicio esencial sujeto a la industria de productos frescos y ambas compañías contribuyen con experiencias fundamentales en la misión corporativa de Quimas, para introducir nuevas tecnologías de embalaje en la industria de productos frescos en todo el mundo.</p>",,"2019-12-16 22:31:18",empresas,https://staging.redagricola.com/empresas/smartpac/,http://staging.redagricola.com/wp-content/uploads/2023/03/smartpac.jpg,smartpac,,,,http://staging.redagricola.com/wp-content/uploads/2023/03/smartpac.jpg,,.Chile|.Colombia,,default,field_63aa679e183ab,,field_63a2054d06bac,,field_63a2057606bad,,field_63a2057f06bae,,field_63a205b806baf,https://www.quimas.cl/,10,30,,,,,,publish,1,RedAgricola,contacto@redagricola.com,,,smartpac,,default,0,0,0,closed,closed,"2023-03-29 14:23:11"
9001,"Sumitomo Chemical Chile","<p><p style=""text-align: left;""><em>Con la llegada de<strong><a href=""https://www.sumitomochemicalchile.com/""> Sumitomo Chemical Chile</a></strong> se da inicio a una nueva era en el mundo de la producción de alimentos sanos que contribuyan al desarrollo de una sociedad más saludable. Una nueva era que trae consigo casi 5 siglos de trayectoria y experiencia y, una filosofía empresarial, comprometida en crear valor a través de la innovación</em>.</p>

<h3 style=""text-align: justify;""> La nueva era de Sumitomo Chemical Chile sigue sumando valor</h3>
<p style=""text-align: left;"">Con la adquisición de Nufarm, Sumitomo Chemical suma más valor al nacimiento de una nueva era en el agro chileno y sudamericano, consolidándose como una empresa líder en soluciones tecnológicas, innovadoras y sustentables.</p>
<p style=""text-align: left;"">Comprometidos con su filosofía, Sumitomo Chemical seguirá invirtiendo fuertemente en investigación y desarrollo de nuevas moléculas para reforzar su portafolio de productos de alta calidad, contribuyendo a que la agricultura evolucione hacia una nueva era.</p>


<hr />

<h3></h3>
<h3>Sumagic 5 SC</h3>
<p style=""text-align: justify;""><strong>Sumagic 5 SC</strong>, es un fitorregulador utilizado para disminuir el crecimiento vegetativo y mejorar la forma y calidad del fruto, favoreciendo el aumento de rendimiento en Paltos y Nogales. Asimismo, no se debe utilizar Sumagic 5 SC en árboles con problemas de Phytophthora, ni en árboles recién plantados.</p>
<p style=""text-align: justify;"">Sumagic 5 SC se debe usar porque contribuye con la reducción de las podas, mejora la iluminación del huerto., aumenta la fructificación y el rendimiento.</p>


<hr />

<h2 style=""text-align: justify;"">Sumitomo Chemical presenta: ""la pequeña gigante""</h2>
<h3>Champ DP</h3>
<strong><a href=""https://nufarm.com/cl/product/champ-dp/"">Champ DP</a></strong> es un fungicida-bactericida de amplio espectro, para el control de de las enfermedades en los cultivos indicados en la etiqueta. Se trata de la partícula más pequeña del mercado, con mayor capacidad para liberar rápidamente más iones de cobre por cm2 y con mayor superficie de cubrimiento para un mayor control y protección. Asimismo, su formulación es libre de polvo y alta solubilidad y efectividad comprobada.

&nbsp;

&nbsp;

&nbsp;</p>",,"2020-04-01 23:17:31",empresas,https://staging.redagricola.com/?post_type=empresas&p=9001,,,,,,,,.Chile,,default,field_63aa679e183ab,,field_63a2054d06bac,,field_63a2057606bad,,field_63a2057f06bae,,field_63a205b806baf,https://www.sumitomochemicalchile.com/,36,,,,,,,draft,1,RedAgricola,contacto@redagricola.com,,,sumitomo-chemical-chile,,default,0,0,0,closed,closed,"2020-04-01 23:17:31"
9002,Agromillora,"<p><em>Somos Agromillora, compañía líder a nivel mundial en el sector viverístico y un referente en producción y comercialización de árboles frutales y plantas de olivo con los más elevados estándares de calidad genéticos y sanitarios.</em>
<p style=""text-align: justify;""><em>Promovemos la creación de plantas más productivas, saludables y resistentes y trabajamos para implementar nuevas soluciones agronómicas, como las técnicas de super alta densidad, nuevos sistemas de poda o sistemas de conducción para plantas.</em></p>
<p style=""text-align: justify;""><em>Nuestra presencia global, con 11 filiales y 9 laboratorios en todo el mundo y activos en 25 mercados diferentes, no solo es una de nuestras mayores fortalezas, es lo que nos distingue de nuestros competidores. Tenemos una visión y experiencia global a través de la cual hemos adquirido un profundo conocimiento del sector y que ponemos al servicio de nuestros clientes.</em></p>

<h3><strong> AGROMILLORA INTRODUCE SISTEMA PRODUCTIVO ALTAMENTE MECANIZABLE</strong></h3>
<p style=""text-align: justify;""><em>En un contexto en que algunas especies frutícolas tradicionales ven mermada su rentabilidad, el déficit hídrico se acentúa y la mano de obra escasea y se encarece, Agromillora presentó una opción de manejo altamente mecanizada. Con el uso de variedades españolas autofértiles y de floración tardía sobre un portainjerto de bajo vigor es posible el uso eficiente del agua por una parte, y por otra llevar el almendro a otras zonas, incluso más frías donde antes ni siquiera se consideraba. Sorprendió el número de asistentes, pero no es extraño el interés por conocer esta nueva tecnología que posibilita precocidad, alta productividad, ingresos atractivos, escapar de las heladas y optimizar el recurso humano, entre otras ventajas.</em></p>

<h3 style=""text-align: justify;"">Un momento histórico: la primera cosecha de almendros en ultra alta densidad en nuestro país</h3>
<p style=""text-align: justify;"">Con una concurrencia que sobrepasó todo lo esperado, Agromillora realizó el 20 de febrero de 2020 un Día de Campo con la primera Cosecha de Almendro en Alta Densidad en un huerto comercial en Chile. El evento se realizó en el fundo Cunaquito, de Agrícola Tinguiririca, comuna de Santa Cruz en la Región de O’Higgins.</p>
<p style=""text-align: justify;"">En la presentación técnica a cargo de Mauricio Zúñiga, Responsable Técnico Comercial de Agromillora Sur, se dieron a conocer las principales características técnicas del huerto. En este se estableció la variedad Guara sobre portainjerto Rootpac 20, el 17 de noviembre de 2017, en un marco de plantación a 3,5 x 1 m, con 2.857 plantas por hectárea. Se trata de un seto o muralla frutal en dos dimensiones, con un ancho de 70-80 cm y una altura que llegará a entre 2,5 y 2,7 metros.</p>

<h3 style=""text-align: justify;""></h3></p>",,"2020-04-09 18:10:49",empresas,https://staging.redagricola.com/?post_type=empresas&p=9002,,,,,,,,.Chile,,default,field_63aa679e183ab,,field_63a2054d06bac,,field_63a2057606bad,,field_63a2057f06bae,,field_63a205b806baf,https://www.agromillora.com/,11,,,,,,,draft,1,RedAgricola,contacto@redagricola.com,,,agromillora,,default,0,0,0,closed,closed,"2020-04-09 18:10:49"
9003,Syngenta,"<p><p style=""text-align: justify;""><em><strong>SYNGENTA CHILE</strong>, e</em><em>stamos comprometidos con el desarrollo de soluciones integrales e innovadoras para los agricultores del país. Contamos con más de doscientos empleados y oficinas a lo largo de todo Chile, quienes trabajan con los más altos estándares medioambientales, de salud y seguridad.</em></p>
<p style=""text-align: justify;""><em>Estamos permanentemente impulsando e invirtiendo en las áreas de investigación y tecnología para el desarrollo de una agricultura sustentable. Para este propósito contamos con un Centro de Investigación de Cultivos en las ciudades de Arica y Graneros, un Centro de Innovación Agrícola en Púa y un Laboratorio de Análisis de Plantas en Pudahuel.</em></p>
<p style=""text-align: justify;""><em>Por otro lado, implementamos diversos programas sociales en diversas zonas del país con el objetivo de contribuir con el progreso de Chile.</em></p>
<p style=""text-align: justify;""><em>Ayudamos a los agricultores a manejar un conjunto complejo de desafíos de la naturaleza y la sociedad. Nuestro enfoque es garantizar que todos ganen: que los agricultores sean prósperos, la agricultura se vuelva más sostenible y los consumidores tengan alimentos seguros, saludables y nutritivos.</em></p>
&nbsp;
<h3 class=""pane-title"">KATANA®</h3>
<p style=""text-align: justify;""><strong>KATANA®</strong> es un herbicida suelo - activo (pre-emergente) y con acción foliar (post-emergente), que controla eficazmente un amplio espectro de malezas de hoja ancha, de hoja angosta (gramíneas), de ciclos anuales como perennes en Frutales y Vides.</p>
<p style=""text-align: justify;""><strong>DALE UN CORTE DEFINITIVO:</strong></p>

<ol>
 	<li style=""text-align: justify;"">Actúa contra todo tipo de malezas.</li>
 	<li style=""text-align: justify;"">Acción prolongada en el tiempo.</li>
 	<li style=""text-align: justify;"">Excelente relación costo-beneficio.</li>
</ol>
<div class=""field field-name-field-product-cp-composition field-type-field-collection field-label-inline clearfix"">
<div class=""field-label""><strong><strong>
Composición:</strong></strong>&nbsp;

</div>
<div class=""field-items"">
<div class=""field-item even"">
<div class=""entity entity-field-collection-item field-collection-item-field-product-cp-composition without-desc-link without-desc clearfix"">
<div class=""content"">
<div class=""field field-name-field-product-cp-comp-active-qty field-type-text field-label-hidden"">
<div class=""field-items"">
<ul>
 	<li class=""field-item even"">250 g/KgFLAZASULFURON1 Kg + COFORMULANTES C.S.P.</li>
</ul>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
<div class=""field field-name-field-product-cp-formulation field-type-entityreference field-label-inline clearfix"">
<div class=""field-label""><strong><strong>
Formulación:</strong></strong>&nbsp;

</div>
<div class=""field-items"">
<ul>
 	<li class=""field-item even"">Granulado Dispersable (WG)</li>
</ul>
</div>
</div>
<div class=""panel-pane pane-entity-field pane-node-field-product-cp-country""></div></p>",,"2020-04-10 01:04:54",empresas,https://staging.redagricola.com/?post_type=empresas&p=9003,,,,,,,,.Chile,,default,field_63aa679e183ab,,field_63a2054d06bac,,field_63a2057606bad,,field_63a2057f06bae,,field_63a205b806baf,https://www.syngenta.cl/,10,,,,,,,draft,1,RedAgricola,contacto@redagricola.com,,,syngenta,,default,0,0,0,closed,closed,"2020-04-10 01:04:54"
9004,Nutrafeed,"<p><em><a href=""http://www.nutrafeed.cl/""><strong>Nutrafeed</strong> </a>es una empresa chilena dedicada al negocio de fertilizantes foliares y edáficos que se caracterizan por su calidad, eficiencia y seguridad.
</em><em>Sus líneas<strong> Nutrafeed, Terrafeed y Nutratec</strong> cuentan con una completa gama de productos amigables con el medio ambiente, los cuales se formulan, producen y comercializan por más de 12 años tanto en el mercado nacional como internacional.
</em><em>La amplia variedad de fertilizantes desarrollados, los hace teniendo como base antecedentes científicos, constantes evaluaciones de campo y de laboratorio y utilizando las mejores materias primas, lo cual, finalmente se traduce en productos de calidad.
</em>
<h2>El campo no puede parar porque los agricultores siguen trabajando en la necesidad de alimentos de todas nuestras familias</h2>
<a href=""http://www.nutrafeed.cl/""><strong>Nutrafeed</strong></a> apoya y compromete de la misma manera la disponibilidad y abastecimiento de insumos para la temporada. Lo hace junto a sus tres marcas comprometidas con el futuro de la agronomía nacional:  <em>Nutrafeed, Terrafeed y Nutratec.</em>
<h3><strong>Nutrafeed Top Cobre </strong></h3>
<strong><a href=""http://www.nutrafeed.cl/quelatados/10602-nf-top-cobre.html"">Nutrafeed Top Cobre</a></strong> es una formulación líquida que contiene cobre (5 % p/v), quelatado con gluconato. Es un producto estable en un rango de pH de 4 a 10, es seguro y compatible con la mayoría de los fitosanitarios de uso común.

Posee efecto traslaminar que asegura una rápida y eficiente asimilación procurando la generación de fitoalexinas (RSA) fortaleciendo la planta frente a una amplia gama de agentes que causan estrés biótico. Además, el Cobre interviene en la síntesis de lignina ayudando a los procesos de cicatrización.
<h3>Terrafeed Terrasoil</h3>
<strong><a href=""http://www.nutrafeed.cl/quelatados-al-suelo/81203-tf-terrasoil.html"">Terrafeed Terrasoil</a></strong> contiene materia orgánica líquida (22,2 % p/v), especialmente formulada para aplicación en fertirriego, ya que su pH ligeramente ácido, optimiza su aplicación en sistemas tecnificados y favorece la absorción de microelementos.
<h3>Nutrafeed Pluto</h3>
<strong><a href=""http://www.nutrafeed.cl/bioestimulante/40402-nf-pluto.html"">Nutrafeed Pluto</a></strong> es una poderosa formulación enriquecida con aminoácidos algas marinas carbohidratos, vitaminas macro y micronutrientes y reforzadas con fitohormonas, las cuales, potencian el metabolismo de la planta, aumentando el rendimiento y calidad de la cosecha. Tiene gran poder bioactivo, induce frutos de mayor calibre es un promotor de la división y elongación celular.

<hr />

<h2 style=""text-align: justify;""></h2>
<h2 style=""text-align: justify;"">NUTRAFEED INFORMA:</h2>
<strong>Nutrafeed pone a disposición del sector un  producto de última generación para la desinfección y sanitización de packing y zonas de trabajo. </strong>
<h3>Clean Way</h3>
<ul>
 	<li>Controla el 99.9% de patógenos.</li>
 	<li>Destruye el biofilm del virus y bacterias.</li>
 	<li>Efecto prolongado.</li>
 	<li>Inocuo para personas y aninales.</li>
 	<li>Inodoro</li>
 	<li>Ecológico / Biodegradable.</li>
</ul>
<h3></h3>
<h3>Control D, con nano partículas de plata</h3>
<ul>
 	<li>No requiere aislar al personal, ni restringir el acceso al área tratada.</li>
 	<li>Puede aplicarse con nebulizadora y motopulverizadora.</li>
 	<li>No forma espuma.</li>
</ul>

<hr />

<h2></h2>
<h2>Una adecuada y protegida postcosecha y salida de receso invernal</h2>
<h3>Nutrifeed Top Boro Molibdeno</h3>
<p style=""text-align: left;""><strong><a href=""http://www.nutrafeed.cl/quelatados/10102-nf-top-boro-molibdeno.html"">Nutrifeed Top Boro Molibdeno</a></strong>  y su formulación está estudiada para favorecer el desarrollo foliar, cuajado y maduración de los frutos. La presencia de Boro en su composición previene y/o cura las deficiencias en la planta, factor a tener en cuenta, sobre todo, en los períodos de máximo desarrollo vegetativo y durante la floración. El Molibdeno ayuda al equilibrio del nitrógeno en su forma nítrico/ amoniacal.</p>

<h3>Nutrifeed Top Cobre</h3>
<p style=""text-align: left;""><strong><a href=""http://www.nutrafeed.cl/quelatados/10602-nf-top-cobre.html"">Nutrifeed Top Cobre </a></strong>posee efecto traslaminar que asegura una rápida y eficiente asimilación procurando la generación de fitoalexinas (RSA) fortaleciendo la planta frente a una amplia gama de agentes que causan estrés biótico. Además, el Cobre interviene en la síntesis de lignina ayudando a los procesos de cicatrización.</p>
&nbsp;</p>",,"2020-04-01 23:31:18",empresas,https://staging.redagricola.com/?post_type=empresas&p=9004,,,,,,,,.Chile,,default,field_63aa679e183ab,,field_63a2054d06bac,,field_63a2057606bad,,field_63a2057f06bae,,field_63a205b806baf,http://www.nutrafeed.cl/,10,,,,,,,draft,1,RedAgricola,contacto@redagricola.com,,,nutrafeed,,default,0,0,0,closed,closed,"2020-04-01 23:31:18"
